Composition,Bandgap,theory_data,expt_data,Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,ML PBE bandgap,cost,pbe_values
CrCo3,0,1,0,1.134878987,1.722414697,-0.806696891,0.357668624,-0.979141044,2.342610053,1.182981124,-0.964233055,1.134768204,-1.317701517,0.886858953,-0.468083155,-1.592641004,-0.362604448,1.995222941,-1.43869108,-2.031679299,-0.97275045,-0.600858424,-0.401190071,0,0.1,0
LaBO3,4.0454,1,0,-0.765245476,-0.665688523,0.622218967,-0.586484209,0.597983113,-0.726432736,-0.815705276,0.601351664,-1.015079873,0.629345787,0.349539152,-0.204939818,1.237848117,0.620151728,0.192587015,0.96813527,0.246747572,0.960085417,1.545686575,0.060973553,0,0.1,4.0454
Sc2Co3Si,0,1,0,0.394149378,1.317185793,-0.802413124,0.604365077,-1.034081247,0.930053863,0.391422154,-1.018599277,0.2247796,-1.317701517,0.70298908,-0.776990552,-0.450513815,-0.362604448,1.151484431,-1.075396536,-1.352524536,-0.971727918,-0.081790148,-0.477338703,0,0.1,0
CO2,6.586633333,1,0,-1.038160552,-0.657446579,0.629110245,-1.306933656,1.482795889,-0.830974339,-1.092750916,1.484634283,-1.083329019,1.927377323,0.110955064,1.488330354,1.41165008,2.536655242,-0.809637513,-0.67804313,0.336379525,1.173845365,1.873452046,0.570193126,0,0.1,6.586633333
CaCO3,5.0241,1,0,-1.035743386,-0.768712821,0.629110245,-0.569239408,0.92616574,-0.775716635,-0.946312507,0.928994977,-1.083329019,1.278361555,-0.255181075,-0.227821847,1.41165008,2.536655242,-0.82674032,1.081664814,0.569562494,0.960325747,1.873452046,-0.263243894,0,0.1,5.0241
TaBi3O7,2.0597,1,0,-0.07158386,-0.915943908,0.619238955,-0.451661222,0.79746511,-0.474582509,0.272688308,0.785609427,-0.059591839,0.747348654,0.025423098,0.91627962,0.219865187,-0.362604448,-0.542211793,0.514017091,0.095996347,1.077658835,-0.274623375,0.429788538,0,0.1,2.0597
CrCdF6,0,1,0,-0.693908534,-1.108177882,2.521604255,-2.239829466,2.517158651,-0.205591533,1.182981124,2.517145127,-0.443493281,1.116107613,-2.060637784,0.710341356,0.095720927,-0.362604448,-0.565922504,0.945429361,1.078333754,1.443793163,0.227355184,2.315265954,0,0.1,0
MnPbO3,0,1,0,-0.18973241,-0.735745046,0.590556337,-0.408287936,0.68958253,-0.206711621,0.450789077,0.692730185,-0.059591839,0.629345787,0.147800801,0.893397591,0.145378631,-0.362604448,-0.429955183,0.457252318,-0.046394122,0.960006589,-0.190450141,0.15762374,0,0.1,0
LiV3CoO10,0.5654,1,0,-0.728614536,-0.822285456,0.615327689,-0.743603503,0.768411187,-0.282877647,0.391422154,0.773189228,-0.719333577,0.845684376,-0.439452528,-0.84563664,0.468153706,-0.362604448,-0.232702802,1.104370723,-0.074122587,1.174191381,-0.204479013,0.246366185,0,0.1,0.5654
Ba2CaMoO6,2.2862,1,0,-0.719053277,-0.987124332,0.622032716,0.091811281,0.405011728,-0.692083352,-0.696971431,0.408386522,-0.912706155,0.629345787,-0.648686362,-1.514935998,0.393667151,-0.362604448,-0.542491657,1.206547314,0.404936202,0.961796247,-0.108827611,-0.404704623,0,0.1,2.2862
BaSn3,0,1,0,0.542671304,0.460367051,-0.819175692,1.672584669,-1.341478974,-0.281197514,-0.736549379,-1.334872212,1.476013931,-1.317701517,1.162058658,-1.085897948,0.095720927,-0.362604448,-0.212749526,-0.473689949,0.26103785,-0.96838372,-0.649321801,-0.265733369,0,0.1,0
ZnAu,0,1,0,2.477216401,1.104268911,-0.791983081,0.795973972,-0.169380799,0.475795705,-0.241825023,-0.164693476,2.329128248,-1.317701517,0.119780393,0.492962077,-1.394010189,-0.362604448,1.482138712,-0.67804313,0.931719588,-0.97191752,-0.783488834,0.226596828,0,0.1,0
Cs2KZrOF5,4.8767,1,0,-0.936863456,-1.222019731,2.520114248,-0.454274071,1.078491099,-0.702910875,-0.439714765,1.071307861,-1.015079873,0.629345787,-2.188057319,-0.955470381,0.567469114,-0.362604448,-0.986993628,1.9331364,1.140840282,0.965135878,0.08655632,1.481204125,0,0.1,4.8767
Cr3O,0,1,0,0.259358373,0.800347233,0.621846466,-0.008783389,-0.55918883,2.389280412,1.182981124,-0.553566803,0.196342456,-0.506431807,0.957778811,0.527285121,0.269522891,-0.362604448,1.054568521,0.332369819,-2.103729516,-0.167617108,-0.018277617,-0.184825447,0,0.1,0
V4GaS8,0,1,0,-0.252492242,-0.625746796,-0.707052733,0.032117741,-0.357056382,-0.291034189,-0.162669126,-0.350703158,-0.505836251,0.679270077,1.106385775,0.618813239,-0.847775446,-0.362604448,-0.074743024,-0.609925403,-0.515391576,-0.970806662,-0.362367594,0.65977666,0,0.1,0
MgSnAu,0,1,0,1.413874607,0.86044474,-0.802040622,1.116918872,-0.7501425,-0.059357742,-0.558448611,-0.744381614,1.191642492,-1.317701517,0.784411281,0.756105415,-1.319523633,-0.362604448,0.843633893,-0.292042677,0.553932819,-0.970825314,-0.516557655,-0.849100232,0,0.1,0
Bi2Se3,1.0908,1,0,0.667711727,-0.91706781,-0.762927962,0.6264001,-0.424099137,-0.568873605,-0.855283225,-0.419533329,2.329128248,0.629345787,0.958318629,1.865883838,-0.351198407,-0.362604448,-0.7005216,-1.086749491,0.317400757,-0.969414647,-0.767036793,0.953025495,0,0.1,1.0908
LiAsF6,5.1212,1,0,-1.029774891,-1.249836291,2.502047924,-2.311682802,2.484644262,-0.811372789,-1.009637224,2.483195836,-0.65677186,1.116107613,-2.365514878,-0.067647642,0.195036335,-0.362604448,-0.927219315,1.717430265,1.361890526,1.444001018,0.062834772,2.448526061,0,0.1,5.1212
NaCu2H2(SeO5)2,0,1,0,-0.778756869,-1.053787113,0.547159909,-1.059532758,1.077899083,-0.596634232,-0.142880151,1.08049348,-0.280397897,1.354716351,-0.591524868,0.444909816,0.915073041,4.701427213,-0.693036607,1.161135496,0.729614399,1.301415927,-0.157290988,0.521655551,0,0.1,0
CaZn5,0,1,0,0.49990075,0.705908293,-0.807069393,1.045065536,-0.386305464,0.552957364,-0.241825023,-0.381264931,1.76038537,-1.317701517,-0.448529945,-1.53209752,-1.02157741,-0.362604448,0.048353337,-0.950514037,1.413946778,-0.971267426,-0.718318345,-1.785045027,0,0.1,0
LaBPd3,0,1,0,1.268830725,1.398918403,-0.808559399,0.758610238,-0.886569233,0.25924524,-0.222036048,-0.882410259,1.032394486,-1.317701517,0.942780248,-0.776990552,0.64195567,0.620151728,2.039690241,-0.439631086,-0.613190055,-0.971621462,1.256436735,-0.65160192,0,0.1,0
Sc2Ni2Sn,0,1,0,0.502965189,1.126934257,-0.799433111,0.931058244,-1.187719336,0.871560346,0.411211128,-1.17639337,0.82764705,-1.317701517,0.432866387,-0.662580405,-1.518154449,-0.362604448,0.821970337,-1.007278809,-0.840005779,-0.971276785,-0.599583072,-0.293703347,0,0.1,0
PPb3,0,1,0,1.276092319,0.753986299,-0.638884953,1.21272332,-0.697876378,-0.674161934,-0.98193266,-0.691819743,1.476013931,-0.506431807,1.890362947,1.488330354,0.865415337,0.685281895,-0.360688812,-1.529514715,0.012785704,-0.96953753,-0.675338982,0.066318601,0,0.1,0
SrAsPd,0,1,0,0.66487289,0.83983988,-0.801854371,1.222303765,-0.806703357,-0.207458347,-0.222036048,-0.806087768,1.191642492,-1.317701517,-0.115309745,-0.616816346,0.021234372,-0.362604448,0.153820651,-0.269336768,0.119836586,-0.969403701,-0.512859134,-1.555622865,0,0.1,0
LiVF4,2.153825,1,0,-0.938234059,-0.973387759,2.515085478,-1.900921232,1.860084361,-0.512371357,-0.162669126,1.862073705,-0.912706155,0.845684376,-2.17453776,-0.937164757,0.294351743,-0.362604448,-0.510338379,1.717430265,0.832589924,1.175445065,0.034777027,2.06583037,0,0.1,2.153825
Mg2Pt,0,1,0,1.058361994,0.956600751,-0.791983081,1.126499317,-0.735556605,0.351341415,0.114376514,-0.738827303,-0.059591839,-1.317701517,0.277790843,0.355669901,-1.443667893,-0.362604448,0.826531085,-0.587219494,0.48867306,-0.971133276,-0.660672434,-2.64757473,0,0.1,0
Ba2MgWO6,3.2494,1,0,-0.460794327,-0.925309754,0.622591469,-0.037524723,0.518295509,-0.12979887,2.09327394,0.51630459,-0.946830728,0.629345787,-0.651796932,-0.450921633,0.368838299,-0.362604448,-0.357781335,1.206547314,0.312387185,0.961460787,-0.135610004,-0.565788269,0,0.1,3.2494
GaAg(PSe3)2,0.67,1,0,0.129648746,-0.643023178,-0.620446128,0.14929395,-0.171276965,-0.636078921,-0.499081688,-0.166350826,1.646636794,1.278361555,0.690989056,1.19658448,0.76609993,0.170044241,-0.703942162,-0.848337447,0.345566427,-0.970260696,-0.505717162,0.745227592,0,0.1,0.67
K4CdP2,0.947,1,0,-0.617572319,0.228562381,-0.642609969,1.988739347,-1.36504214,-0.701897461,-0.716760405,-1.358026781,-0.595835124,-0.390536134,-0.606134301,-0.571052288,1.659938599,-0.362604448,-0.811103468,-0.133101315,0.986416848,-0.965261124,-0.050416488,-0.699634135,0,0.1,0.947
Cr2HgO4,1.33,1,0,-0.130120293,-0.489664152,0.621846466,-0.528180359,0.719976756,0.395789375,1.182981124,0.723233797,-0.108341228,0.536629249,-0.094287766,0.595931209,0.269522891,-0.362604448,-0.154844306,0.332369819,-0.143118848,0.86768093,-0.018277617,0.044195749,0,0.1,1.33
BeZnO2,2.917,1,0,-0.617008251,-0.332920042,0.609926417,-0.540498074,0.852361114,0.802488216,1.519393687,0.855351112,-0.230214702,0.304837903,-0.076872499,0.962043679,0.691613374,-0.362604448,-0.142628015,0.434546409,0.788904104,0.637335427,0.862608029,-1.249808004,0,0.1,2.917
BaP2(HO2)4,4.8489,1,0,-1.116115733,-0.484365759,-0.821783203,-1.471717306,1.390256491,-0.818777819,-0.995784942,1.392269488,-1.083329019,1.711038734,-0.354163706,0.510123599,1.734425155,4.701427213,-0.961738482,1.206547314,0.679371753,1.605540799,-0.078729303,0.07122433,0,0.1,4.8489
Cs2Se3,0.7703,1,0,-0.223532636,-1.419826382,-0.719345283,1.79904654,-1.061211011,-0.748087782,-1.019531711,-1.054788847,0.964145341,0.629345787,-0.535990827,-0.914282728,1.41165008,-0.362604448,-0.901650618,0.30966391,0.980353498,-0.963732255,0.086173714,0.57515255,0,0.1,0.7703
SrLaBr5,2.8867,1,0,-0.268854652,-1.278535917,-0.779876781,-1.632668778,0.177450936,-0.723765858,-0.815705276,0.181261536,1.402889847,1.00021194,-0.8959295,-1.486333462,0.319180595,-0.362604448,-0.906146213,0.593487772,1.221841844,-0.967140378,5.449411598,1.744151211,0,0.1,2.8867
ScAs,0,1,0,-0.022464027,0.918825175,-0.811725662,0.709749969,-0.700550458,-0.289598178,-0.518870662,-0.696080884,0.793522478,-1.317701517,0.355242563,-0.879959684,-1.245037077,-0.362604448,-0.322207495,-0.757513811,-0.714753865,-0.970654105,-0.674828841,-0.707981196,0,0.1,0
YCu5,0,1,0,1.055541958,1.066493335,-0.812098163,0.604365077,-1.017388501,0.824267716,-0.142880151,-1.023944433,1.817259658,-1.317701517,-0.241515916,-1.53209752,-0.947090854,-0.362604448,1.114428347,-0.916455174,-0.115007792,-0.972041584,-0.520511246,0.039349293,0,0.1,0
MoN,0,1,0,0.198803234,1.650297689,-0.383721407,-0.238714063,0.537305792,-0.45761147,-0.696971431,0.53928464,-0.230214702,0.304837903,1.287514842,0.389992945,1.113703857,-0.362604448,0.969054482,-0.689396084,-1.944735072,0.637695093,-0.141221553,-0.752645298,0,0.1,0
ScBrO,3.2685,1,0,-0.676860191,-1.000860905,-0.821783203,-1.105744316,0.462755664,-0.470056899,-0.518870662,0.469599383,0.167905312,0.845684376,-0.714076583,0.275582798,1.337163524,0.576946568,-0.661983273,0.672958453,0.365573385,0.103217423,5.611381306,0.957282008,0,0.1,3.2685
Li3Ga,0,1,0,-0.721480595,0.316133034,-0.772799252,0.968421978,-1.936948119,-0.713365035,-1.009637224,-1.928267175,-0.230214702,-1.317701517,-1.65892482,-1.566420564,-1.319523633,-0.362604448,-0.856670234,-0.746160856,0.946439035,-0.971053733,-0.637843632,-0.641351143,0,0.1,0
HfAl2,0,1,0,0.507890853,1.032151903,-0.789748072,0.944470866,-1.623999648,0.189550838,-0.499081688,-1.590222543,-0.855831868,-1.317701517,0.958920512,-0.090529671,-0.947090854,-0.362604448,0.495876804,-1.336514489,-0.986090987,-0.971499953,-0.591930959,-0.964982831,0,0.1,0
Mg2SiNi3,0,1,0,0.278057872,1.248502928,-0.780435534,0.599574854,-0.912937289,0.799376858,0.411211128,-0.905760217,0.281653888,-1.317701517,0.401663911,0.595931209,-0.525000371,0.135867024,1.0830732,-1.007278809,-0.087050089,-0.971835878,-0.011645787,-1.3881935,0,0.1,0
ScZnPt2,0,1,0,2.436678375,1.294863862,-0.78192554,0.896568642,-0.552989825,0.979835579,0.114376514,-0.558751698,1.390702499,-1.317701517,0.583796145,-0.868518669,-1.369181337,-0.362604448,1.512068625,-0.643984266,-0.497605,-0.971630254,-0.727118274,0.165165383,0,0.1,0
SnF2,3.28055,1,0,-0.563404197,-1.021465765,2.489755374,-1.785955895,2.060397312,-0.606956617,-0.736549379,2.061077633,0.054156737,0.845684376,-1.284192438,1.79723775,-0.12773874,-0.362604448,-0.667114116,0.604840726,1.106293082,1.175980701,-0.236872955,2.388485793,0,0.1,3.28055
NaTl2Pd,0,1,0,1.335877095,0.563391348,-0.711522751,1.51450733,-1.522951812,-0.337201944,-0.222036048,-1.516445967,1.476013931,-1.317701517,0.339719636,-0.937164757,0.691613374,-0.362604448,0.166505234,-0.246630859,0.636468193,-0.969876331,-0.500105613,-0.772048555,0,0.1,0
HfV2,0,1,0,1.14897917,1.375566229,-0.817126934,0.810344639,-1.389328812,0.712258855,-0.162669126,-1.35284049,-0.173340414,-1.317701517,0.550645982,-1.01725186,-0.947090854,-0.362604448,1.453634032,-1.31380858,-2.906704911,-0.971817618,-0.679930249,-0.916169605,0,0.1,0
HfRu3,0,1,0,2.303784151,1.701809838,-0.820851949,0.752861971,-1.16365261,4.293431047,2.330741632,-1.140177188,0.878833909,-1.317701517,1.426642536,-0.67402142,-1.145721669,-0.362604448,2.294522075,-0.666690175,-2.718316355,-0.97197528,-0.574076031,-0.196174522,0,0.1,0
NiPbO3,0,1,0,-0.108628158,-0.678051439,0.606015151,-0.442777537,0.708349715,-0.221646136,0.411211128,0.712001778,0.145155597,0.629345787,-0.084162704,1.099335855,0.095720927,-0.362604448,-0.224721491,0.048545957,0.327403756,0.959962521,-0.190450141,0.482719825,0,0.1,0
Ag2MoO4,1.9673,1,0,0.008706079,-0.55147873,0.622032716,-0.466591786,0.604887103,-0.404273917,-0.499081688,0.6077997,0.135405719,0.536629249,-0.260013047,0.481521063,0.344009447,-0.362604448,0.052832644,0.025840048,0.081246389,0.867702086,-0.108827611,0.50317954,0,0.1,1.9673
Zr4Cd(PO4)6,3.7557,1,0,-0.882927319,-0.885277455,0.62035646,-0.859116294,1.174292643,-0.66989493,-0.439714765,1.165658724,-0.907831217,1.463794632,-0.128495786,0.733223385,1.386821228,0.685281895,-0.944994019,0.707017317,0.219499852,1.236113976,-0.078729303,0.276239879,0,0.1,3.7557
Ba2MnReO6,0.3665,1,0,-0.249235182,-0.826406428,0.619425206,-0.112252192,0.503563755,0.161424168,2.429686503,0.504938817,-0.742083292,0.629345787,-0.42463298,-0.67402142,0.542640262,-0.362604448,-0.126893432,1.206547314,-0.041647813,0.961250087,-0.289927599,-0.296339262,0,0.1,0.3665
SrHfO3,3.904375,1,0,-0.35160251,-0.929430725,0.619983958,-0.040398857,0.454846868,-0.561406347,-0.499081688,0.474453962,-0.946830728,0.629345787,-0.735011168,-0.937164757,-0.251883,-0.362604448,-0.621506629,1.138429587,0.062609395,0.961221008,-0.3218114,-0.656580869,0,0.1,3.904375
ScTlO2,1.0785,1,0,-0.204789403,-0.641992935,0.612347677,0.04869928,0.140691009,-0.534150858,-0.518870662,0.147438114,-0.144903271,0.304837903,-0.071073242,-0.159175759,0.418496003,-0.362604448,-0.570198206,0.672958453,0.296961229,0.638650194,-0.295029007,-0.195076224,0,0.1,1.0785
LaGaO3,3.3869,1,0,-0.571001357,-0.847011287,0.621287713,-0.322063933,0.382306352,-0.726432736,-0.815705276,0.386073317,-0.33258842,0.629345787,-0.240837259,-0.159175759,0.269522891,-0.362604448,-0.901992674,0.96813527,0.463321886,0.960512181,-0.360071961,0.06683114,0,0.1,3.3869
MnFeTe,0,1,0,0.778050358,0.448347549,-0.803344378,0.532511741,-0.734746278,1.359421163,0.529944974,-0.72403818,1.305391068,-1.317701517,1.227693212,0.367110916,-0.624315779,-0.362604448,1.026063841,-1.064043582,-1.515349104,-0.971356159,-0.631466872,-0.35896663,0,0.1,0
NaPF3,1.0381,1,0,-1.093170554,-0.855253231,2.3984925,-1.649913579,1.833019423,-0.80633239,-1.027447301,1.834281875,-1.083329019,1.278361555,-1.580995449,-0.067647642,1.213019265,-0.140130117,-0.938592682,1.774195038,1.196712528,0.961855112,0.166903497,1.841972915,0,0.1,1.0381
Na2Co2O3,0,1,0,-0.455610084,-0.360147892,0.606760154,0.022010898,-0.057173596,0.004291738,0.391422154,-0.049283427,-0.400837566,0.073046557,-0.587808775,-0.776990552,0.195036335,-0.362604448,-0.087410379,1.161135496,0.258401937,0.408675963,-0.204479013,-0.005384541,0,0.1,0
LiAl3,0,1,0,-0.642096566,0.779742373,-0.779131778,0.860641974,-1.798382121,-0.063713642,-0.578237585,-1.790767544,-1.083329019,-1.317701517,0.550155875,-1.600743608,-1.120892818,-0.362604448,0.02412436,-0.973219946,0.36891461,-0.971613296,-0.702886586,-0.691140633,0,0.1,0
Rb3Sb,0.0878,1,0,-0.454705135,-0.296861538,-0.672782592,3.102466052,-2.053756824,-0.644292904,-0.696971431,-2.049391734,-0.230214702,-1.317701517,-1.187548825,-1.085897948,0.443324855,-0.362604448,-0.786121152,-0.292042677,1.19145127,-0.961354403,-0.043529587,-0.519549941,0,0.1,0.0878
Fe2P,0,1,0,0.400823464,1.691507408,-0.607222323,0.101391726,-0.435897505,1.210076015,0.529944974,-0.420378065,0.281653888,-0.23600857,1.381532702,0.595931209,-0.723631187,-0.362604448,1.003260098,-1.279749717,-1.74484482,-0.97171304,-0.624324901,-0.82000755,0,0.1,0
NaZnSb,0,1,0,0.140816091,0.462084122,-0.710032745,1.279786433,-0.913018322,-0.005842397,-0.241825023,-0.912020815,1.191642492,-1.317701517,-0.07674817,-0.571052288,-0.971919706,-0.362604448,-0.323347682,-0.416925177,0.96999791,-0.969802875,-0.404454211,-0.654042581,0,0.1,0
Ga2HgO4,0.5632,1,0,-0.229707871,-0.736922466,0.594281353,-0.49533312,0.617180928,-0.830974339,-1.092750916,0.620590613,0.379152667,0.536629249,-0.632582921,1.167981943,0.269522891,-0.362604448,-0.936686941,0.162075502,0.872564864,0.868053161,-0.360071961,-0.102243928,0,0.1,0.5632
Rb2NaBiF6,4.9485,1,0,-0.861081543,-1.217898759,2.50577294,-0.885394086,1.342009593,-0.77384982,-0.855283225,1.343890152,-0.742083292,0.629345787,-2.18010035,-0.965767294,-0.202225296,-0.362604448,-0.925423521,1.899077537,1.458235894,0.964019629,-0.049396207,1.853219483,0,0.1,4.9485
ZrPd,0,1,0,1.362455939,1.300015077,-0.810421907,1.040275314,-0.975251472,0.606472709,-0.222036048,-1.019012124,0.964145341,-1.317701517,0.001702872,-0.502406199,-1.170550521,-0.362604448,0.541484291,-0.700749039,-1.578427832,-0.971413942,-0.707987994,-0.598883636,0,0.1,0
BN,3.943314286,1,0,-0.90383107,1.62969283,-0.383535156,-0.971618089,0.818570458,-0.830974339,-1.092750916,0.821547742,-1.083329019,0.304837903,1.66706637,1.145099914,2.007542527,2.805558999,1.738680826,-0.55316063,-0.343426008,0.636984286,1.513292634,-1.257862187,0,0.1,3.943314286
GaBiO3,3.0727,1,0,-0.366041098,-0.855253231,0.606015151,-0.465770605,0.542945671,-0.741367251,-0.855283225,0.546086169,0.281653888,0.629345787,-0.176444887,1.511212383,0.269522891,-0.362604448,-0.891730989,0.162075502,0.561418986,0.960441224,-0.295029007,0.242558753,0,0.1,3.0727
LiBPt3,0,1,0,2.486522522,1.452491037,-0.744861638,0.505686496,-0.714552917,0.566896245,0.114376514,-0.725027233,0.759397905,-1.317701517,0.947604848,-1.028692875,-0.351198407,0.620151728,2.494624924,-0.212571996,-0.566569301,-0.972106719,1.097017732,0.653761369,0,0.1,0
MoC,0,1,0,0.517290975,1.773926846,-0.814705674,-0.166860728,-0.230641556,-0.45761147,-0.696971431,-0.227205579,-0.230214702,0.304837903,1.849168072,0.218377725,-0.599486927,-0.362604448,1.251250808,-1.245690853,-2.166582362,-0.972595717,1.195219838,0.19408722,0,0.1,0
Li(YSi)2,0,1,0,-0.453422018,0.764288729,-0.740950372,0.925309977,-1.303628578,-0.411314474,-0.578237585,-1.327810987,-0.946830728,-1.317701517,0.280773648,-2.058384195,0.219865187,-0.362604448,0.004456131,-0.643984266,-0.538547094,-0.970280812,0.047020407,-0.446586371,0,0.1,0
In7GeIrO8,0.411,1,0,0.060684453,-0.492607703,0.62035646,-0.148263394,0.056886465,-0.369761383,3.062933679,0.056976,0.66304617,0.209394408,0.479667742,1.02496926,0.492982558,-0.115625698,-0.675833194,0.196134365,0.487706993,0.543795834,-0.001953111,-0.024495535,0,0.1,0.411
YZr,0,1,0,0.297751127,0.826103307,-0.81135316,1.571989999,-1.43470715,0.270446126,-0.439714765,-1.51527111,-0.571460429,-1.317701517,-0.455576201,-2.218558401,-1.220208225,-0.362604448,-0.64716084,-1.563573579,-1.918666072,-0.969826947,-0.637843632,-1.03820267,0,0.1,0
MgZn2,0,1,0,0.25483957,0.743683869,-0.811725662,0.944470866,-0.403160275,0.450904847,-0.241825023,-0.398035485,1.191642492,-1.317701517,-0.34230056,0.561608165,-1.617469856,-0.362604448,0.056904741,-1.302455626,1.419122182,-0.971605315,-0.720613979,-2.527006062,0,0.1,0
KSbSe2,1.5739,1,0,-0.03889074,-0.889251249,-0.689545161,1.191167319,-0.726926618,-0.56308648,-0.696971431,-0.724919288,1.476013931,0.304837903,0.086908998,-0.090529671,0.840586486,-0.362604448,-0.733957589,0.275605047,0.645098812,-0.967751721,-0.229730983,0.569997873,0,0.1,1.5739
Ti3Se4,0,1,0,0.070395749,-0.530873871,-0.753987925,0.416177769,-0.551496507,-0.047979064,-0.222036048,-0.544325078,1.159142899,0.536629249,-0.103701886,0.389992945,-1.394010189,-0.362604448,-0.110377006,-0.541807676,-0.577185892,-0.97069922,-0.748416653,0.352639551,0,0.1,0
