Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,HF,LF
-0.559647344,-0.961368258,0.622032716,-0.423137625,0.66659354,-0.706520049,-0.696971431,0.669365243,-0.514586141,0.845684376,-0.237623617,-0.433760111,0.865415337,-0.362604448,-0.338597686,1.286017995,0.072157645,1.175497868,0.1056866,0.30012175,5.26813,3.9987
-0.420814338,0.228562381,-0.676507608,1.968209822,-1.268289039,-0.803238812,-1.06702525,-1.261453416,-0.595835124,-0.390536134,-0.650922711,-0.548170258,1.659938599,-0.362604448,-0.852638858,-0.133101315,1.031588081,-0.965186067,-0.050416488,-0.699634135,1.568441,1.056
1.439254936,0.455215836,-0.772054249,1.567199777,-0.316779366,-0.738878165,-0.946312507,-0.311637816,1.191642492,-1.317701517,-0.729803779,-1.463451432,-1.617469856,-0.362604448,-0.615805693,-0.55316063,1.706163128,-0.969379717,-0.525102513,-2.16578819,0.69904169,0.0
0.927136292,-0.629973433,-0.699788953,-0.003993166,-0.048787864,1.172739728,2.09327394,-0.062542153,-0.628334717,0.845684376,1.372142841,0.630254253,-0.89743315,-0.362604448,0.857316139,-1.43869108,-1.329130467,-0.970648796,-0.586829551,0.845206841,1.94745445,1.6176
-0.605468059,-0.934675599,0.621287713,-0.174699273,0.519404921,-0.525495628,-0.340769894,0.51242115,-0.80412797,0.747348654,-0.517653985,-1.53209752,1.064046153,-0.362604448,-0.42311406,1.320076858,-0.01777309,1.078706425,0.183483074,0.293320071,2.855746,1.4846
0.140977236,-0.969463024,-0.656020024,1.023851694,-0.503501969,-0.53868455,-0.696971431,-0.502427765,1.841634352,0.536629249,0.452859341,-0.044765612,1.41165008,-0.362604448,-0.707509319,0.30966391,0.539541375,-0.967606283,0.103135896,0.744867768,1.702219,1.3516
0.30034965,-0.348373686,0.604525145,-0.310567399,0.441403535,-0.336268537,-0.558448611,0.444970381,-0.230214702,0.304837903,0.128696941,1.030689767,0.468153706,-0.362604448,0.267839369,0.389134591,0.513524178,0.637778976,-0.12668254,0.609024047,1.521304,0.5989
-1.156228159,-0.508061348,-0.821783203,-1.158436762,1.121531642,-0.824907193,-1.06702525,1.124039514,-1.083329019,1.521742468,-0.519501425,0.407154467,1.734425155,4.701427213,-0.967624698,1.286017995,0.759868753,1.44521489,-0.050416488,0.115119623,6.85405689,5.2142
-0.226008001,-0.554422282,-0.720090286,-0.157280283,0.209663383,-0.830974339,-1.092750916,0.208126121,0.433318655,0.485120061,1.163936542,1.762914706,-0.947090854,-0.362604448,-0.757378934,-1.234337899,0.185075588,-0.970414778,-0.539641526,0.727371714,2.830422,2.0069
-0.356847778,-0.772833793,0.614955187,-0.350805267,0.631822388,-0.460598373,-0.222036048,0.635986777,-0.264339275,0.629345787,-0.282488522,0.687459327,0.294351743,-0.362604448,-0.464160798,0.468605273,0.085328165,0.960194573,-0.190450141,0.216199611,2.962187,1.7601
-0.747136724,-1.087573022,2.521604255,-2.300904801,2.540678406,-0.093582672,1.182981124,2.540580171,-0.443493281,1.116107613,-2.061995716,0.687459327,0.095720927,-0.362604448,-0.506062677,0.956782315,1.049958491,1.443655078,0.227355184,2.315265954,2.651193,1.6752
-0.423755233,0.675001004,-0.786209307,0.886988198,-0.910425274,-0.407829754,-0.756338354,-0.904179849,0.054156737,-1.317701517,-0.243066084,0.904838606,-1.195379373,-0.362604448,-0.484684168,-0.893749265,0.787668272,-0.970711546,-0.577009341,-3.063951548,0.756499,0.2505
0.444594521,-0.152627521,0.608995163,-0.310567399,0.614367934,-0.009576026,-0.222036048,0.616177155,0.622899614,0.304837903,-0.268355239,0.973484694,0.219865187,-0.362604448,0.541484291,-0.280689723,0.057699841,0.637599405,-0.353695201,0.068149097,0.62351786,0.0
-0.444353822,-0.489437725,0.621846466,-0.724000439,0.694908252,0.630884897,1.182981124,0.700519463,-0.374587894,0.679270077,0.009786375,0.22981874,0.443324855,-0.362604448,0.081024085,0.332369819,-0.599427537,1.008899418,-0.018277617,0.137595298,0.257659,0.0
-1.011882444,-0.698656299,0.622218967,0.3586951,-0.274156141,-0.795771554,-1.027447301,-0.26915507,-1.083329019,0.073046557,-0.71681847,-1.308997734,1.759254007,0.620151728,-0.179032562,1.286017995,0.88338296,0.410605726,1.760200786,-0.143686357,4.518392,2.9519
-0.57572636,-0.704543401,0.606015151,-0.441956356,0.478753843,-0.307199571,0.411211128,0.482744857,-0.205840007,0.536629249,-0.418337566,-0.210660325,0.095720927,-0.362604448,-0.389397096,1.104370723,0.477041024,0.867944707,-0.210855773,0.386864596,1.108655,0.4039
-0.393312186,-0.772490379,0.606760154,-0.758453193,0.928410347,-0.093582672,0.391422154,0.933937665,-0.201777558,0.845684376,-0.193910699,1.145099914,0.195036335,-0.362604448,-0.1839598,0.08260482,0.093601038,1.174324409,-0.204479013,0.36371318,0.280932,0.0
-0.930993401,-0.904704894,0.615327689,-0.988041708,1.180474284,-0.580287841,-0.162669126,1.183491162,-0.93708085,1.463794632,-0.069278417,0.801869473,1.386821228,0.685281895,-0.579971239,0.366428682,0.097121667,1.327808202,-0.078729303,0.326196729,2.962968,2.0932
-0.627201414,-0.63684172,2.490314126,-0.774534653,0.726436224,0.023493257,0.450789077,0.729521086,-0.595835124,0.536629249,-0.662741315,-0.142014237,0.145378631,-0.362604448,-0.38451058,1.717430265,-0.050140211,0.867843914,0.034777027,0.292515603,0.980682,0.0
-0.350474496,-0.851132259,0.589997585,-0.373798335,0.829023682,-0.554685816,-0.716760405,0.831998306,0.281653888,0.629345787,-0.122567159,1.28239209,0.046063224,-0.362604448,-0.655712244,0.298310955,0.805279095,0.960214298,-0.358796609,0.189840469,2.171325,0.9946
-0.188503692,-0.508061348,0.621287713,-0.102192725,0.217510054,-0.252261891,-0.142880151,0.221609587,-0.144903271,0.304837903,-0.060204932,-0.387996053,-0.00359448,-0.362604448,-0.279450476,0.96813527,0.295087089,0.638464345,-0.157290988,0.244975008,3.983148,2.5664
-0.03238783,-1.021465765,-0.821783203,-0.981198534,0.289345584,-0.494947757,-0.558448611,0.29234374,0.167905312,0.845684376,-0.945596044,0.962043679,0.76609993,0.576946568,-0.713291696,0.775135044,0.690061887,0.103478226,5.440484134,1.112996199,5.361377,4.4252
0.529779709,-0.483777049,-0.732382837,0.683061587,-0.650861178,-0.60909012,-0.736549379,-0.645312237,0.866646562,0.073046557,1.583173948,1.442566295,1.560623192,-0.362604448,-0.447790968,-0.598572448,0.456388752,-0.969932465,-0.2399338,0.485313899,1.311198,0.8482
0.060684453,-0.492607703,0.62035646,-0.148263394,0.056886465,-0.369761383,3.062933679,0.056976,0.66304617,0.209394408,0.479667742,1.02496926,0.492982558,-0.115625698,-0.675833194,0.196134365,0.487706993,0.543795834,-0.001953111,-0.024495535,1.144335,0.411
-0.141404146,-1.021465765,2.515457979,-0.607561187,0.656877714,-0.494947757,-0.558448611,0.659295059,-0.969580443,0.845684376,-0.774390236,0.93916165,0.915073041,-0.212998521,-0.680226268,1.388194585,0.622455896,0.103134518,0.310253065,1.419152752,3.477897,2.6457
-0.877747471,-0.743300161,0.615327689,-0.91413542,1.068637516,-0.538506758,-0.162669126,1.071965452,-0.912706155,1.38653085,0.046295651,0.801869473,1.386821228,0.685281895,-0.510338379,0.366428682,-0.01574381,1.17455038,-0.078729303,0.270235852,2.748933105,2.002
-0.973138573,-0.430793125,0.622218967,-1.155562628,0.853236267,-0.830974339,-1.092750916,0.856188473,-1.083329019,0.629345787,0.582017656,1.316715134,1.237848117,0.620151728,1.191390982,-0.099042451,0.228166273,0.959037535,1.545686575,-0.006388699,10.236591,8.3669
-0.077525241,-1.023182836,-0.747282898,-2.538020809,0.37017575,-0.830974339,-1.092750916,0.373920779,1.476013931,1.927377323,0.553447503,2.003176014,3.373129383,0.000447866,-0.851966962,-1.154867218,1.046042663,-0.967936556,3.116282598,2.101464025,3.26627,2.3551
-0.9212499,-0.921188782,0.626130233,-0.253084731,0.5499469,-0.794384778,-0.995784942,0.553441835,-1.083329019,0.629345787,-0.260556613,-0.159175759,1.213019265,0.135867024,-0.622874853,1.206547314,0.566674385,0.96147728,0.410240664,0.074446003,4.815049,3.0594
-0.070780654,1.595351397,-0.610202336,-0.109378059,-0.063470998,0.114878264,0.411211128,-0.057995375,-0.173340414,0.845684376,1.734069802,0.801869473,-0.376027259,-0.362604448,0.153820651,-1.370573353,-0.573974117,-0.970811832,-0.500615754,-0.162493396,1.222287,0.5831
-0.7450897,-0.716317607,0.615327689,-0.49533312,0.328380216,-0.557886069,-0.162669126,0.33302102,-0.449586955,0.536629249,-0.668389389,-0.571052288,0.468153706,-0.362604448,-0.579971239,1.104370723,0.276003665,0.867834471,-0.210855773,0.0667893,1.996526,1.3477
-0.674226209,-0.539704525,0.606015151,-0.544603979,0.427772669,-0.148253663,0.411211128,0.431631037,-0.693333903,0.536629249,-0.00060727,0.91627962,0.468153706,-0.362604448,-0.186606663,0.389134591,0.357215272,0.867565375,-0.12668254,0.196911414,4.38707,1.62915
-1.112824404,-0.570448284,0.629110245,-0.265858657,0.013077937,-0.761279937,-1.009637224,0.017957817,-1.083329019,0.485120061,-1.063315693,-0.365114023,1.41165008,2.536655242,-0.851444376,1.104370723,0.772187615,0.459151836,1.873452046,0.102237,5.78483825,4.0443
-1.031580466,-0.842890315,0.626130233,-0.990778978,0.996599404,-0.830974339,-1.092750916,0.999423045,-1.083329019,0.845684376,0.304063962,1.522653398,1.163361561,0.135867024,-0.427674809,0.059898911,0.330887513,1.174491854,0.410240664,0.625352071,6.289691383,5.116029412
-0.350555141,-0.89587424,-0.67967387,1.483713044,-1.174105834,-0.75096801,-1.019531711,-1.167463712,0.866646562,0.073046557,-0.793575957,-0.227821847,0.840586486,-0.094345544,-0.914208965,0.275605047,0.848091243,-0.966488316,0.026359704,0.373810544,2.603744,2.0081
-0.362724847,0.304113532,-0.390798936,-1.220709653,0.436663119,-0.283375464,-0.222036048,0.441525803,0.281653888,0.845684376,-0.057274569,0.91627962,2.280659898,3.103481147,-0.326768244,0.014487094,-0.204807574,0.102816509,2.958649087,0.100609892,0.627661,0.0148
-0.881975301,-0.836022029,0.62035646,-0.281826065,0.31516802,-0.621061437,-0.222036048,0.319545425,-0.628334717,0.485120061,-0.882665884,-0.519567721,0.492982558,-0.115625698,-0.764790151,1.161135496,0.495335168,0.817623822,-0.001953111,0.142914688,5.17872,3.242
-0.776006527,-1.040108257,0.621287713,1.537089807,-0.642276337,-0.756301765,-0.815705276,-0.636715904,-1.034579629,0.073046557,-0.968951485,-1.738035784,-0.227054148,-0.362604448,-0.917629527,1.320076858,0.967706739,0.415831596,-0.136630285,-0.12866583,2.876568,1.7368
-0.500959093,-0.560762239,0.608995163,-0.096112828,0.340471015,0.111048901,0.529944974,0.349019527,-0.453336908,0.429648628,-0.491146837,-0.799872581,0.964730745,-0.362604448,-0.096581994,1.286017995,-0.076550351,0.763349098,-0.026950011,-0.07791885,2.531007,0.3241
-0.563429295,-1.06954377,2.470944047,-1.172807429,1.221870442,-0.830974339,-1.092750916,1.224097535,0.054156737,0.845684376,-0.659139601,1.694268618,-0.177396444,-0.362604448,-0.997768397,0.809193907,1.035340628,1.175385957,-0.204989154,1.027084921,2.443556,1.3307
-0.833414414,-0.672164336,0.619238955,0.159558712,-0.30562,-0.576287525,0.272688308,-0.311500663,-1.010204934,0.073046557,-1.358965506,-1.755197306,0.492982558,-0.362604448,-0.669028001,1.286017995,0.600669878,0.408941141,-0.182542958,-0.030111927,6.120296,4.4134
0.13869439,-1.021465765,0.61570019,-0.981198534,0.076229459,-0.494947757,-0.558448611,0.079670682,0.167905312,0.845684376,-0.557919287,0.984925708,1.361992376,0.32222958,-0.680226268,0.775135044,0.680099116,0.103485796,2.729085722,0.969973447,4.238704,3.3021
-0.314450615,-0.472002844,-0.609457333,-0.189853795,0.100156808,-0.270930035,0.391422154,0.106746563,-0.605585001,1.278361555,1.495708904,1.099335855,-0.475342667,0.00947581,-0.265426174,-0.893749265,-0.137799046,-0.970519747,-0.517960542,0.771674597,1.56809,0.0
-0.260159459,-0.684919726,0.622591469,-0.909345198,1.165876813,0.170882694,2.09327394,1.159204891,-0.855831868,1.38653085,0.118376706,0.91627962,1.386821228,0.685281895,-0.082768188,-0.269336768,-0.380646296,1.174608547,-0.078729303,0.294642465,2.95270885,2.9354
-0.595704877,-0.661567551,0.621846466,-0.391043135,0.530012844,0.221908953,1.182981124,0.517897929,-0.673834147,0.629345787,-0.289086982,-0.754108522,0.269522891,-0.362604448,-0.31023553,0.831899816,-0.415905054,0.960095043,-0.018277617,0.022899236,2.511529,1.8423
-0.709396094,-0.623595739,0.615327689,-0.499439025,0.401240232,-0.224526364,0.450789077,0.405989139,-0.742083292,0.536629249,-0.46353887,-0.948605772,0.468153706,-0.362604448,-0.237915086,1.104370723,-0.185152417,0.867671525,-0.210855773,0.058421318,1.020712,0.61575
-0.752059219,-0.669220785,0.606760154,-0.392685497,0.664967097,-0.249595014,0.391422154,0.669916694,-0.742083292,0.536629249,-0.422362422,0.733223385,0.195036335,-0.362604448,-0.338088673,0.729723226,0.569807755,0.867894904,-0.204479013,-1.039457867,2.202101,0.7202
-0.58257502,-0.560309385,0.621846466,-0.544603979,0.439997038,0.210174692,1.182981124,0.444119658,-0.449586955,0.536629249,-0.490082742,-0.742667508,0.269522891,-0.362604448,-0.140184756,1.104370723,0.040517732,0.86757647,-0.018277617,0.267620858,0.603584,0.0
-1.115642507,-1.39333442,0.545297402,-0.228449301,0.460056116,-0.801638685,-1.009637224,0.463810763,-1.083329019,1.00021194,-0.848394609,-1.068736426,1.361992376,1.057362153,-0.944505367,1.286017995,0.884374783,0.86955657,0.09293308,0.421968279,6.792289,5.3318
0.389120312,0.960034894,-0.81377442,0.307371289,-0.827447741,-0.830974339,-1.092750916,-0.827705409,2.329128248,-1.317701517,0.237830593,1.28239209,-1.567812152,-0.362604448,-0.809637513,-1.268396762,0.155039123,-0.971121915,-0.609785888,-0.628171572,0.317227165,0.09195
-0.377941652,-0.783136223,0.621287713,-0.241588197,0.510467746,0.064723185,2.330741632,0.513581721,-0.469086711,0.629345787,-0.284626278,-0.996658033,0.319180595,-0.362604448,-0.317760765,1.206547314,0.2789599,0.960748138,-0.108827611,0.16684944,1.231004,0.0
-0.690641451,0.408854902,0.629110245,-0.080636725,-0.150054489,-0.317600393,-0.518870662,-0.142901957,-0.998017587,0.304837903,0.602326124,0.115408593,1.41165008,2.536655242,-0.28800188,0.672958453,-0.221763433,-0.167004053,1.873452046,-0.208987994,1.090584,0.3727
-0.879244722,-1.149387601,2.490314126,-1.043471425,1.49730075,-0.466945541,0.450789077,1.498986913,-0.87005044,0.710472758,-2.211025084,-0.731226493,0.666784522,-0.362604448,-0.730537027,1.899077537,1.097316905,1.044380767,-0.151424369,1.769375445,2.539501,1.3174
0.560381134,-0.834648372,-0.807255644,0.925309977,-0.379660778,-0.173855689,-0.696971431,-0.380442281,2.329128248,-1.317701517,1.603030505,1.865883838,-1.145721669,-0.362604448,-0.04343173,-1.631691306,0.340365587,-0.969079842,-0.723292218,0.858044719,0.39777792,0.1611
-0.765245476,-0.665688523,0.622218967,-0.586484209,0.597983113,-0.726432736,-0.815705276,0.601351664,-1.015079873,0.629345787,0.349539152,-0.204939818,1.237848117,0.620151728,0.192587015,0.96813527,0.246747572,0.960085417,1.545686575,0.060973553,6.073885,4.0454
-0.405735087,0.648901515,-0.385397664,-0.03465059,0.446075883,-0.338135351,-0.439714765,0.410952665,-0.810332437,0.629345787,0.491429885,0.756105415,1.858569415,2.368348574,-0.971430073,0.252899138,-0.941789523,0.316695238,0.032226323,-0.565436814,1.6839735,0.75095
-0.656097403,-0.666277234,0.62035646,-0.614404362,0.530707411,-0.408540921,0.391422154,0.536040554,-0.254589397,0.536629249,-0.660664964,-0.279306413,0.492982558,-0.115625698,-0.531106074,1.104370723,0.327298174,0.867839458,-0.001953111,0.299000789,2.954246,1.494
-0.349131613,-0.664314866,0.622032716,-0.780009193,0.891337865,-0.239816462,0.391422154,0.895632275,-0.400837566,0.845684376,-0.089802302,0.321346857,0.344009447,-0.362604448,0.170923459,0.08260482,-0.397382668,1.174100885,-0.108827611,0.378357148,2.263462,0.0
-0.825583524,-0.923936096,0.619983958,0.323658045,0.225491779,-0.645786356,-0.499081688,0.234900443,-1.037829589,0.413007198,-0.744306666,-0.960046786,-0.251883,-0.362604448,-0.756048716,1.081664814,0.6247076,0.746961449,-0.3218114,-1.216078065,5.892739,4.2518
-0.308039732,-0.746734304,-0.707052733,-0.013573611,-0.243266458,-0.246039177,-0.162669126,-0.237021031,-0.742083292,0.845684376,1.22798073,0.458639033,-1.046406262,-0.362604448,0.002175757,-0.609925403,-0.599325496,-0.970765129,-0.507757726,0.796393615,0.59248462,0.0
-0.503763619,-0.91157318,0.615327689,-0.626722077,0.818732523,-0.463834184,-0.162669126,0.822135405,-0.343963278,0.845684376,-0.078826521,0.870515562,0.468153706,-0.362604448,-0.45332902,0.366428682,0.055760976,1.174760345,-0.214681829,0.36371318,3.151124,2.3331
0.004733417,-0.611263274,0.539709879,-0.495899452,1.185757779,-0.830974339,-1.092750916,1.1881983,-0.024290557,0.92028389,-0.283137182,1.373920207,1.386821228,0.685281895,-0.839125112,-0.053630633,0.996063663,0.804982108,-0.078729303,-0.119470429,3.0495591,1.8834
-0.5217453,-1.108177882,2.521604255,-2.2577928,2.601817614,-0.294265214,1.182981124,2.601646822,-0.443493281,1.116107613,-2.099827643,0.733223385,0.095720927,-0.362604448,-0.60226597,0.945429361,1.117858584,1.443858838,0.227355184,2.315265954,2.57262,0.0
-1.030919168,-0.559001139,2.521976756,-0.926909346,1.039438716,0.269616431,1.519393687,1.042112145,-1.083329019,0.485120061,-0.514117623,0.280159204,1.510965488,-0.362604448,0.110303507,1.899077537,0.757920745,0.81760439,1.791319376,-0.306557497,7.497899,6.1
-0.510426971,-0.912946838,0.622591469,-0.100755659,0.563609021,-0.120838161,2.09327394,0.561555655,-0.946830728,0.629345787,-0.641417796,-0.468083155,0.319180595,-0.362604448,-0.390618725,1.138429587,0.339140579,0.961126448,-0.135610004,-0.905528322,4.2196785,3.3507
-0.758809091,-0.382715119,0.622218967,-0.569239408,0.308874476,-0.319467208,0.450789077,0.312829134,-0.79895758,0.304837903,-0.073364973,-0.502406199,1.237848117,0.620151728,0.287792644,1.104370723,0.018723604,0.63751158,1.545686575,-0.159320536,3.80345,2.2868
-0.755754051,-1.038636481,0.592605096,0.853456641,-0.120031856,-0.739500436,-0.995784942,-0.115529982,-1.083329019,0.304837903,-1.107487476,-0.84563664,-1.617469856,-0.362604448,-0.91567492,1.206547314,0.920354693,0.641955419,-0.620243774,-0.7519131,3.79029038,2.51435
-0.345087654,-0.795793494,0.609926417,-0.125801679,0.668856669,-0.553619065,-0.578237585,0.649756214,-0.498336345,0.536629249,-0.728523526,-0.250703877,-0.723631187,-0.362604448,-0.736339766,0.831899816,0.349362925,0.868716792,-0.423839562,-0.223579662,2.494704,1.5137
-0.946420729,-0.836708857,0.621846466,-1.023352491,1.236213238,-0.401607039,1.182981124,1.238560751,-0.912706155,1.602869439,0.12110811,0.870515562,1.386821228,0.685281895,-0.686497298,0.332369819,0.148373852,1.281925004,-0.018277617,0.345798726,0.9781,0.8532
-1.020869723,-0.647830978,0.614955187,-0.120874593,-0.117665699,-0.549209827,-0.222036048,-0.112094566,-0.992330158,0.196668608,-1.301434217,-1.143103021,0.294351743,-0.362604448,-0.671674864,1.104370723,0.526016918,0.530824789,-0.210855773,-0.050711108,4.3268615,2.7213
-0.973544602,-1.222019731,2.494039142,-0.82216315,1.244041002,-0.826120622,-1.06702525,1.246276708,-0.742083292,0.629345787,-2.455306593,-1.154544036,0.790928782,-0.362604448,-0.983915123,1.899077537,1.516788295,0.964375532,-0.11443916,1.728247862,7.766334,5.8638
-0.982966169,-0.898981322,0.62035646,-0.904554975,1.087545158,-0.824129353,-1.027447301,1.090158961,-0.7041671,1.38653085,-0.195148949,0.166893159,1.386821228,0.685281895,-0.960427267,1.161135496,0.498887126,1.17496655,-0.001953111,0.386329975,5.51142916,3.8315
-0.422815221,0.153011229,-0.680977626,2.094124239,-1.392894252,-0.738878165,-0.946312507,-1.390076615,0.054156737,-1.317701517,-0.725241604,-1.966856078,0.890244189,-0.362604448,-0.761179558,-0.144454269,0.824261882,-0.965616677,0.031716182,-1.561041133,1.842503,1.2985
-0.848674257,-0.461700414,0.622218967,-0.493793406,0.237504884,-0.409074297,0.529944974,0.24369365,-0.827394724,0.304837903,-0.477851203,-0.450921633,1.237848117,0.620151728,0.096811292,1.104370723,0.287905206,0.637672401,1.545686575,-0.058887324,3.932475,2.5824
-1.20228059,-0.925309754,0.478247127,-0.431281003,1.067065481,-0.821266905,-1.06702525,1.069594194,-1.083329019,1.278361555,-0.755814751,-0.204939818,-0.89743315,3.788315175,-0.987164656,1.286017995,0.748801398,1.605582766,-0.726353063,-0.04340865,4.971414,2.9765
-0.729447199,-0.667749009,-0.737597858,0.508560629,-0.313343578,-0.5136159,-0.756338354,-0.308327628,-1.083329019,0.304837903,0.571752481,1.213746002,-0.599486927,-0.362604448,-0.547109415,-0.246630859,0.884081928,-0.970337348,-0.510435965,-1.620886148,4.203623765,3.2717
-0.717303056,-1.570928686,0.574725022,-1.597540481,1.301282534,-0.652589857,-0.241825023,1.303357299,0.054156737,1.566813007,-0.571384124,1.62562253,1.957884823,0.32222958,-0.835481755,0.343722773,1.023369677,1.175271216,2.91656247,0.934177081,4.520074,3.2192
-0.187234676,-0.765622092,0.589438833,0.185220618,0.59832345,-0.761902208,-0.946312507,0.601761857,-0.230214702,0.304837903,-0.760793796,-0.365114023,-0.673973483,-0.362604448,-0.818188917,1.081664814,1.160013359,0.639252363,-0.347190905,-0.942284681,3.64422481,2.1636
0.222033145,1.540405105,-0.607222323,0.043909057,0.047219735,-0.283375464,-0.222036048,0.050811991,0.054156737,0.845684376,1.748291275,0.836192518,-0.500171519,0.685281895,0.153820651,-1.677103124,-0.510766836,-0.970594795,-0.512093922,-0.411440848,1.285702,0.4061
-1.038160552,-0.657446579,0.629110245,-1.306933656,1.482795889,-0.830974339,-1.092750916,1.484634283,-1.083329019,1.927377323,0.110955064,1.488330354,1.41165008,2.536655242,-0.809637513,-0.67804313,0.336379525,1.173845365,1.873452046,0.570193126,8.094761,6.586633333
-0.787660763,-0.352494658,0.621846466,-0.040398857,-0.335319659,0.090485223,1.182981124,-0.329826674,-0.742083292,-0.019669981,-0.836559336,-1.005810845,0.269522891,-0.362604448,-0.375226199,1.104370723,0.136302396,0.316032499,-0.018277617,-0.040069825,2.268663,1.4731
1.631017424,-0.602500287,-0.749517907,0.302581066,-0.255194478,1.476408195,2.429686503,-0.256985957,1.76038537,0.845684376,0.913603692,0.767546429,-1.592641004,-0.362604448,1.206213415,-0.950514037,-1.136469198,-0.970710253,-0.772138201,0.567361959,1.679338,1.2358
-1.01301203,-1.101595774,2.520114248,-1.795536339,1.830372353,-0.659227419,-0.439714765,1.820995816,-1.007496635,0.845684376,-2.452161744,-0.982928816,-0.251883,-0.362604448,-0.955961534,1.717430265,1.075211203,1.175700601,0.034777027,2.073803197,8.759526,6.481
-0.277744417,-0.864868832,0.604525145,0.289168444,0.33793282,-0.620646589,-0.558448611,0.341703044,-0.628334717,0.413007198,-0.792426031,-0.456642141,-0.301540704,-0.362604448,-0.496086039,1.138429587,0.863631679,0.747315192,-0.282020417,-0.687450353,2.978859,1.4284
-0.856727463,-0.655386094,0.622218967,-0.756058081,0.777924432,-0.700297335,-0.736549379,0.780991751,-0.742083292,0.629345787,0.23665665,1.127938392,1.237848117,0.620151728,0.272970211,0.729723226,0.47459985,0.959654377,1.545686575,-0.245085374,5.146754,3.6661
-0.992895769,-1.252698077,2.520114248,-1.297353211,1.721032166,-0.683288582,-0.439714765,1.711625948,-1.007496635,0.845684376,-2.481404959,-0.937164757,-0.00359448,-0.362604448,-0.985986463,1.899077537,1.168295443,1.177791921,-0.028990574,2.036574976,7.8699365,5.61845
-0.514842415,1.456023299,-0.792169332,-0.187390252,-0.850924085,-0.804838938,-0.995784942,-0.844955302,-1.083329019,-1.317701517,2.020359727,-1.3604823,1.28750582,-0.362604448,3.716742693,-0.382866313,-0.354277402,-0.972011072,1.37887053,-1.174182371,0.367861,0.0623
-1.055688583,-1.22751436,2.514712976,-1.348448917,1.719951729,-0.637655342,-0.222036048,1.721730939,-1.007496635,0.845684376,-2.546479912,-0.960046786,0.567469114,-0.362604448,-0.776952147,1.899077537,1.217076129,1.177683519,0.009269987,1.98776175,7.047157,4.7348
-1.163279495,-0.261833276,-0.821783203,-1.379745036,1.143690047,-0.775716635,-0.946312507,1.146129214,-1.083329019,1.278361555,-0.752026917,0.115408593,-0.326369556,4.701427213,-0.939618851,1.081664814,0.902902772,1.60622388,-0.347190905,-0.608255776,5.746028,4.1225
-0.10429035,-0.956217043,-0.821783203,-0.558461408,0.523509966,-0.59295551,-0.558448611,0.526216752,0.238998172,0.710472758,-0.200945146,1.162261436,0.76609993,0.576946568,-0.758542875,0.775135044,0.547225127,0.639423951,5.611381306,0.717242969,2.081284,1.4797
-0.476207914,0.386532971,-0.677811363,1.557619332,-1.335036871,-0.806705753,-1.06702525,-1.332369073,0.054156737,-1.317701517,-0.40362848,-0.502406199,1.510965488,0.620151728,0.066311285,-0.144454269,0.599341229,-0.966665583,1.57399939,-0.608451028,1.894433,1.3129
-0.799008101,-0.93217804,-0.765907974,1.969578457,-1.50426566,-0.789904424,-1.027447301,-1.497135352,-1.083329019,-0.23600857,-0.710006896,-1.966856078,1.933055971,-0.362604448,-0.908833797,0.343722773,1.186352813,-0.964070896,0.425799959,0.053309876,3.349077,2.4309
1.020667505,-0.595632001,-0.694946433,-1.000359423,-0.480425,-0.524816786,-0.499081688,-0.475208174,2.329128248,0.304837903,0.214343979,1.28239209,0.939901893,-0.362604448,-0.320497214,-0.507748812,1.150033112,-0.969026469,2.921663878,1.327896426,2.29533,1.8257
-0.029161614,0.202806306,-0.689545161,2.053407349,-1.599163111,-0.171988874,-0.142880151,-1.595612738,0.622899614,-1.317701517,-0.719962191,-0.662580405,0.269522891,-0.362604448,-0.193081297,-0.292042677,0.78972553,-0.966310709,-0.128978173,-0.247355189,1.969135,1.5353
-0.969823612,-0.995954986,0.589066331,1.147028841,-0.453771014,-0.752034761,-0.972038173,-0.448582762,-1.083329019,0.073046557,-1.362957242,-1.89820999,-1.046406262,-0.362604448,-0.982620196,1.286017995,1.108140835,0.412673626,-0.4286859,-1.019332871,3.248028,2.2079
-0.369182414,-0.881524427,0.62035646,-0.454274071,0.556024356,-0.578954402,-0.558448611,0.558909299,-0.571460429,0.710472758,-0.698761348,0.595931209,0.492982558,-0.115625698,-0.792534705,0.775135044,0.388336424,1.040853156,-0.001953111,0.289822159,4.637205,3.72325
-0.682300367,-1.067119669,0.610485169,-0.701111413,1.131552295,-0.483966496,0.450789077,1.130354003,-0.180031507,0.97294237,-0.053716844,0.984925708,0.145378631,-0.362604448,-0.708026714,0.457252318,0.385618039,1.301046418,-0.258043798,0.402246915,2.188459,1.0598
